Tiempo_s,Corriente_A,SoC,Voltaje_V,Temperatura_C,Potencia_W,C_rate,Calor_Generado_W,Energia_Wh
475,15.0,0.4958333333333379,3.8200000000000056,33.50040248897178,57.30000000000008,3.0,3.375,7.091354166666669
476,15.0,0.49666666666667125,3.8210000000000055,33.506380685994834,57.31500000000008,3.0,3.375,7.107275000000002
477,15.0,0.4975000000000046,3.822000000000006,33.51233505072997,57.33000000000009,3.0,3.375,7.123200000000002
478,15.0,0.49833333333333796,3.8230000000000057,33.51826567818543,57.345000000000084,3.0,3.375,7.139129166666669
479,15.0,0.4991666666666713,3.8240000000000056,33.52417266299068,57.360000000000085,3.0,3.375,7.155062500000003
480,15.0,0.5000000000000047,3.8250000000000055,33.53005609939796,57.375000000000085,3.0,3.375,7.171000000000003
481,15.0,0.500833333333338,3.826000000000006,33.53591608128377,57.390000000000086,3.0,3.375,7.1869416666666694
482,15.0,0.5016666666666714,3.8270000000000057,33.541752702150376,57.405000000000086,3.0,3.375,7.202887500000003
483,15.0,0.5025000000000047,3.8280000000000056,33.54756605512728,57.42000000000009,3.0,3.375,7.218837500000003
484,15.0,0.5033333333333381,3.8290000000000055,33.55335623297271,57.43500000000008,3.0,3.375,7.23479166666667
485,15.0,0.5041666666666714,3.830000000000006,33.55912332807514,57.45000000000009,3.0,3.375,7.250750000000004
486,15.0,0.5050000000000048,3.8310000000000057,33.56486743245471,57.46500000000009,3.0,3.375,7.266712500000003
487,15.0,0.5058333333333381,3.8320000000000056,33.570588637764736,57.48000000000008,3.0,3.375,7.28267916666667
488,15.0,0.5066666666666715,3.833000000000006,33.576287035293134,57.49500000000009,3.0,3.375,7.298650000000003
489,15.0,0.5075000000000048,3.834000000000006,33.58196271596392,57.51000000000009,3.0,3.375,7.314625000000003
490,15.0,0.5083333333333382,3.8350000000000057,33.58761577033862,57.525000000000084,3.0,3.375,7.33060416666667
491,15.0,0.5091666666666715,3.836000000000006,33.59324628861775,57.54000000000009,3.0,3.375,7.346587500000004
492,15.0,0.5100000000000049,3.837000000000006,33.598854360642214,57.55500000000009,3.0,3.375,7.362575000000003
493,15.0,0.5108333333333382,3.838000000000006,33.60444007589479,57.570000000000086,3.0,3.375,7.37856666666667
494,15.0,0.5116666666666716,3.839000000000006,33.61000352350152,57.58500000000009,3.0,3.375,7.394562500000003
495,15.0,0.512500000000005,3.840000000000006,33.61554479223313,57.600000000000094,3.0,3.375,7.410562500000003
496,15.0,0.5133333333333383,3.841000000000006,33.621063970506476,57.61500000000009,3.0,3.375,7.42656666666667
497,15.0,0.5141666666666717,3.8420000000000063,33.626561146385924,57.630000000000095,3.0,3.375,7.442575000000003
498,15.0,0.515000000000005,3.843000000000006,33.63203640758478,57.645000000000095,3.0,3.375,7.458587500000004
499,15.0,0.5158333333333384,3.844000000000006,33.63748984146666,57.66000000000009,3.0,3.375,7.47460416666667
500,15.0,0.5166666666666717,3.845000000000006,33.64292153504692,57.67500000000009,3.0,3.375,7.490625000000003
501,15.0,0.5175000000000051,3.8460000000000063,33.648331574994025,57.6900000000001,3.0,3.375,7.506650000000003
502,15.0,0.5183333333333384,3.847000000000006,33.65372004763092,57.70500000000009,3.0,3.375,7.52267916666667
503,15.0,0.5191666666666718,3.848000000000006,33.659087038936434,57.72000000000009,3.0,3.375,7.5387125000000035
504,15.0,0.5200000000000051,3.849000000000006,33.66443263454663,57.73500000000009,3.0,3.375,7.554750000000004
505,15.0,0.5208333333333385,3.8500000000000063,33.66975691975618,57.75000000000009,3.0,3.375,7.57079166666667
506,15.0,0.5216666666666718,3.851000000000006,33.67505997951973,57.76500000000009,3.0,3.375,7.586837500000003
507,15.0,0.5225000000000052,3.852000000000006,33.68034189845326,57.78000000000009,3.0,3.375,7.602887500000003
508,15.0,0.5233333333333385,3.8530000000000064,33.685602760835394,57.795000000000094,3.0,3.375,7.61894166666667
509,15.0,0.5241666666666719,3.8540000000000063,33.690842650608815,57.810000000000095,3.0,3.375,7.635000000000003
510,15.0,0.5250000000000052,3.855000000000006,33.69606165138155,57.825000000000095,3.0,3.375,7.651062500000004
511,15.0,0.5258333333333386,3.8560000000000065,33.70125984642831,57.840000000000096,3.0,3.375,7.667129166666671
512,15.0,0.526666666666672,3.8570000000000064,33.70643731869184,57.855000000000096,3.0,3.375,7.683200000000004
513,15.0,0.5275000000000053,3.8580000000000063,33.71159415078423,57.8700000000001,3.0,3.375,7.699275000000004
514,15.0,0.5283333333333387,3.8590000000000066,33.71673042498823,57.8850000000001,3.0,3.375,7.71535416666667
515,15.0,0.529166666666672,3.8600000000000065,33.72184622325856,57.9000000000001,3.0,3.375,7.731437500000004
516,15.0,0.5300000000000054,3.8610000000000064,33.72694162722325,57.9150000000001,3.0,3.375,7.747525000000004
517,15.0,0.5308333333333387,3.8620000000000068,33.73201671818489,57.9300000000001,3.0,3.375,7.763616666666671
518,15.0,0.5316666666666721,3.8630000000000067,33.73707157712196,57.9450000000001,3.0,3.375,7.779712500000004
519,15.0,0.5325000000000054,3.8640000000000065,33.74210628469013,57.9600000000001,3.0,3.375,7.795812500000004
520,15.0,0.5333333333333388,3.8650000000000064,33.74712092122353,57.975000000000094,3.0,3.375,7.81191666666667
521,15.0,0.5341666666666721,3.8660000000000068,33.75211556673601,57.9900000000001,3.0,3.375,7.828025000000004
522,15.0,0.5350000000000055,3.8670000000000067,33.75709030092248,58.0050000000001,3.0,3.375,7.844137500000004
523,15.0,0.5358333333333388,3.8680000000000065,33.76204520316012,58.020000000000095,3.0,3.375,7.860254166666671
524,15.0,0.5366666666666722,3.8690000000000064,33.76698035250968,58.035000000000096,3.0,3.375,7.876375000000004
525,15.0,0.5375000000000055,3.8700000000000068,33.77189582771672,58.050000000000104,3.0,3.375,7.892500000000004
526,15.0,0.5383333333333389,3.8710000000000067,33.77679170721289,58.0650000000001,3.0,3.375,7.90862916666667
527,15.0,0.5391666666666722,3.8720000000000065,33.78166806911716,58.0800000000001,3.0,3.375,7.9247625000000035
528,15.0,0.5400000000000056,3.873000000000007,33.78652499123709,58.095000000000105,3.0,3.375,7.940900000000004
529,15.0,0.5408333333333389,3.8740000000000068,33.79136255107004,58.1100000000001,3.0,3.375,7.957041666666671
530,15.0,0.5416666666666723,3.8750000000000067,33.796180825804434,58.1250000000001,3.0,3.375,7.973187500000004
531,15.0,0.5425000000000056,3.876000000000007,33.80097989232098,58.14000000000011,3.0,3.375,7.989337500000004
532,15.0,0.543333333333339,3.877000000000007,33.8057598271939,58.1550000000001,3.0,3.375,8.005491666666671
533,15.0,0.5441666666666723,3.8780000000000068,33.81052070669215,58.1700000000001,3.0,3.375,8.021650000000005
534,15.0,0.5450000000000057,3.879000000000007,33.81526260678064,58.18500000000011,3.0,3.375,8.037812500000005
535,15.0,0.545833333333339,3.880000000000007,33.81998560312144,58.2000000000001,3.0,3.375,8.053979166666672
536,15.0,0.5466666666666724,3.881000000000007,33.82468977107498,58.2150000000001,3.0,3.375,8.070150000000005
537,15.0,0.5475000000000058,3.8820000000000072,33.829375185701274,58.23000000000011,3.0,3.375,8.086325000000006
538,15.0,0.5483333333333391,3.883000000000007,33.83404192176111,58.245000000000104,3.0,3.375,8.102504166666673
539,15.0,0.5491666666666725,3.884000000000007,33.83869005371724,58.260000000000105,3.0,3.375,8.118687500000007
540,15.0,0.5500000000000058,3.885000000000007,33.84331965573555,58.275000000000105,3.0,3.375,8.134875000000008
541,15.0,0.5508333333333392,3.8860000000000072,33.84793080168628,58.290000000000106,3.0,3.375,8.151066666666674
542,15.0,0.5516666666666725,3.887000000000007,33.852523565145184,58.305000000000106,3.0,3.375,8.167262500000007
543,15.0,0.5525000000000059,3.888000000000007,33.85709801939469,58.32000000000011,3.0,3.375,8.183462500000006
544,15.0,0.5533333333333392,3.889000000000007,33.8616542374251,58.3350000000001,3.0,3.375,8.199666666666673
545,15.0,0.5541666666666726,3.8900000000000072,33.86619229193572,58.35000000000011,3.0,3.375,8.215875000000006
546,15.0,0.5550000000000059,3.891000000000007,33.870712255336045,58.36500000000011,3.0,3.375,8.232087500000006
547,15.0,0.5558333333333393,3.892000000000007,33.875214199746914,58.3800000000001,3.0,3.375,8.248304166666673
548,15.0,0.5566666666666726,3.8930000000000073,33.879698197001645,58.39500000000011,3.0,3.375,8.264525000000006
549,15.0,0.557500000000006,3.8940000000000072,33.884164318647194,58.41000000000011,3.0,3.375,8.280750000000006
550,15.0,0.5583333333333393,3.895000000000007,33.888612635945286,58.425000000000104,3.0,3.375,8.296979166666674
551,15.0,0.5591666666666727,3.8960000000000075,33.89304321987357,58.44000000000011,3.0,3.375,8.313212500000008
552,15.0,0.560000000000006,3.8970000000000073,33.89745614112673,58.45500000000011,3.0,3.375,8.329450000000008
553,15.0,0.5608333333333394,3.8980000000000072,33.901851470117634,58.470000000000105,3.0,3.375,8.345691666666674
554,15.0,0.5616666666666728,3.8990000000000076,33.906229276978436,58.48500000000011,3.0,3.375,8.361937500000007
555,15.0,0.5625000000000061,3.9000000000000075,33.910589631561706,58.500000000000114,3.0,3.375,8.378187500000006
556,15.0,0.5633333333333395,3.9010000000000074,33.91493260344156,58.51500000000011,3.0,3.375,8.394441666666673
557,15.0,0.5641666666666728,3.9020000000000077,33.91925826191473,58.530000000000115,3.0,3.375,8.410700000000006
558,15.0,0.5650000000000062,3.9030000000000076,33.923566676001705,58.545000000000115,3.0,3.375,8.426962500000005
559,15.0,0.5658333333333395,3.9040000000000075,33.927857914447834,58.56000000000011,3.0,3.375,8.443229166666672
560,15.0,0.5666666666666729,3.9050000000000074,33.932132045724394,58.57500000000011,3.0,3.375,8.459500000000006
561,15.0,0.5675000000000062,3.9060000000000077,33.93638913802971,58.59000000000012,3.0,3.375,8.475775000000006
562,15.0,0.5683333333333396,3.9070000000000076,33.940629259290226,58.60500000000011,3.0,3.375,8.492054166666673
563,15.0,0.5691666666666729,3.9080000000000075,33.94485247716159,58.62000000000011,3.0,3.375,8.508337500000007
564,15.0,0.5700000000000063,3.9090000000000074,33.94905885902974,58.63500000000011,3.0,3.375,8.524625000000007
565,15.0,0.5708333333333396,3.9100000000000077,33.95324847201199,58.65000000000011,3.0,3.375,8.540916666666675
566,15.0,0.571666666666673,3.9110000000000076,33.95742138295808,58.66500000000011,3.0,3.375,8.557212500000007
567,15.0,0.5725000000000063,3.9120000000000075,33.96157765845125,58.68000000000011,3.0,3.375,8.573512500000007
568,15.0,0.5733333333333397,3.913000000000008,33.9657173648093,58.695000000000114,3.0,3.375,8.589816666666673
569,15.0,0.574166666666673,3.9140000000000077,33.969840568085665,58.710000000000115,3.0,3.375,8.606125000000006
570,15.0,0.5750000000000064,3.9150000000000076,33.97394733407044,58.725000000000115,3.0,3.375,8.622437500000006
571,15.0,0.5758333333333397,3.916000000000008,33.978037728291454,58.740000000000116,3.0,3.375,8.638754166666672
572,15.0,0.5766666666666731,3.917000000000008,33.98211181601531,58.755000000000116,3.0,3.375,8.655075000000005
573,15.0,0.5775000000000065,3.9180000000000077,33.98616966224842,58.77000000000012,3.0,3.375,8.671400000000006
574,15.0,0.5783333333333398,3.919000000000008,33.99021133173804,58.78500000000012,3.0,3.375,8.687729166666672
575,15.0,0.5791666666666732,3.920000000000008,33.99423688897331,58.80000000000012,3.0,3.375,8.704062500000006
576,15.0,0.5800000000000065,3.921000000000008,33.998246398186296,58.81500000000012,3.0,3.375,8.720400000000007
577,15.0,0.5808333333333399,3.922000000000008,34.00223992335299,58.83000000000012,3.0,3.375,8.736741666666674
578,15.0,0.5816666666666732,3.923000000000008,34.006217528194334,58.84500000000012,3.0,3.375,8.753087500000008
579,15.0,0.5825000000000066,3.924000000000008,34.01017927617726,58.86000000000012,3.0,3.375,8.769437500000008
580,15.0,0.5833333333333399,3.925000000000008,34.014125230515674,58.875000000000114,3.0,3.375,8.785791666666674
581,15.0,0.5841666666666733,3.926000000000008,34.01805545417149,58.89000000000012,3.0,3.375,8.802150000000006
582,15.0,0.5850000000000066,3.927000000000008,34.0219700098556,58.90500000000012,3.0,3.375,8.818512500000006
583,15.0,0.58583333333334,3.928000000000008,34.02586896002892,58.920000000000115,3.0,3.375,8.834879166666672
584,15.0,0.5866666666666733,3.929000000000008,34.02975236690337,58.935000000000116,3.0,3.375,8.851250000000006
585,15.0,0.5875000000000067,3.930000000000008,34.03362029244282,58.950000000000124,3.0,3.375,8.867625000000006
586,15.0,0.58833333333334,3.931000000000008,34.037472798364156,58.96500000000012,3.0,3.375,8.884004166666672
587,15.0,0.5891666666666734,3.932000000000008,34.04130994613822,58.98000000000012,3.0,3.375,8.900387500000006
588,15.0,0.5900000000000067,3.9330000000000083,34.04513179699079,58.995000000000125,3.0,3.375,8.916775000000007
589,15.0,0.5908333333333401,3.934000000000008,34.04893841190356,59.01000000000012,3.0,3.375,8.933166666666674
590,15.0,0.5916666666666734,3.935000000000008,34.05272985161515,59.02500000000012,3.0,3.375,8.949562500000008
591,15.0,0.5925000000000068,3.9360000000000084,34.056506176621994,59.04000000000013,3.0,3.375,8.965962500000009
592,15.0,0.5933333333333402,3.9370000000000083,34.0602674471794,59.05500000000012,3.0,3.375,8.982366666666675
593,15.0,0.5941666666666735,3.938000000000008,34.064013723302445,59.07000000000012,3.0,3.375,8.998775000000007
594,15.0,0.5950000000000069,3.9390000000000085,34.06774506476695,59.08500000000013,3.0,3.375,9.015187500000007
595,15.0,0.5958333333333402,3.9400000000000084,34.07146153111046,59.10000000000012,3.0,3.375,9.031604166666673
596,15.0,0.5966666666666736,3.9410000000000083,34.07516318163314,59.11500000000012,3.0,3.375,9.048025000000006
597,15.0,0.5975000000000069,3.9420000000000086,34.078850075398776,59.13000000000013,3.0,3.375,9.064450000000006
598,15.0,0.5983333333333403,3.9430000000000085,34.08252227123569,59.145000000000124,3.0,3.375,9.080879166666673
599,15.0,0.5991666666666736,3.9440000000000084,34.08617982773767,59.160000000000124,3.0,3.375,9.097312500000006
600,15.0,0.600000000000007,3.9450000000000083,34.089822803264944,59.175000000000125,3.0,3.375,9.113750000000007
601,15.0,0.6008333333333403,3.9460000000000086,34.093451255945055,59.190000000000126,3.0,3.375,9.130191666666674
602,15.0,0.6016666666666737,3.9470000000000085,34.09706524367384,59.205000000000126,3.0,3.375,9.146637500000008
603,15.0,0.602500000000007,3.9480000000000084,34.100664824116315,59.22000000000013,3.0,3.375,9.163087500000008
604,15.0,0.6033333333333404,3.9490000000000083,34.10425005470763,59.23500000000013,3.0,3.375,9.179541666666676
605,15.0,0.6041666666666737,3.9500000000000086,34.107820992653956,59.25000000000013,3.0,3.375,9.196000000000009
606,15.0,0.6050000000000071,3.9510000000000085,34.11137769493342,59.26500000000013,3.0,3.375,9.212462500000008
607,15.0,0.6058333333333404,3.9520000000000084,34.11492021829699,59.28000000000013,3.0,3.375,9.228929166666674
608,15.0,0.6066666666666738,3.9530000000000087,34.1184486192694,59.29500000000013,3.0,3.375,9.245400000000007
609,15.0,0.6075000000000071,3.9540000000000086,34.12196295415006,59.31000000000013,3.0,3.375,9.261875000000007
610,15.0,0.6083333333333405,3.9550000000000085,34.125463279013914,59.32500000000013,3.0,3.375,9.278354166666674
611,15.0,0.6091666666666739,3.956000000000009,34.12894964971239,59.34000000000013,3.0,3.375,9.294837500000007
612,15.0,0.6100000000000072,3.9570000000000087,34.132422121874235,59.35500000000013,3.0,3.375,9.311325000000007
613,15.0,0.6108333333333406,3.9580000000000086,34.13588075090645,59.37000000000013,3.0,3.375,9.327816666666674
614,15.0,0.6116666666666739,3.959000000000009,34.139325591995146,59.38500000000013,3.0,3.375,9.344312500000008
615,15.0,0.6125000000000073,3.960000000000009,34.14275670010643,59.400000000000134,3.0,3.375,9.360812500000009
616,15.0,0.6133333333333406,3.9610000000000087,34.146174129987294,59.415000000000134,3.0,3.375,9.377316666666676
617,15.0,0.614166666666674,3.962000000000009,34.14957793616647,59.430000000000135,3.0,3.375,9.39382500000001
618,15.0,0.6150000000000073,3.963000000000009,34.15296817295532,59.445000000000135,3.0,3.375,9.41033750000001
619,15.0,0.6158333333333407,3.964000000000009,34.15634489444867,59.460000000000136,3.0,3.375,9.426854166666676
620,15.0,0.616666666666674,3.9650000000000087,34.15970815452573,59.47500000000013,3.0,3.375,9.443375000000009
621,15.0,0.6175000000000074,3.966000000000009,34.16305800685088,59.49000000000014,3.0,3.375,9.459900000000008
622,15.0,0.6183333333333407,3.967000000000009,34.166394504874596,59.50500000000014,3.0,3.375,9.476429166666675
623,15.0,0.6191666666666741,3.968000000000009,34.16971770183426,59.52000000000013,3.0,3.375,9.492962500000008
624,15.0,0.6200000000000074,3.9690000000000087,34.17302765075501,59.53500000000013,3.0,3.375,9.509500000000008
625,15.0,0.6208333333333408,3.970000000000009,34.17632440445062,59.55000000000014,3.0,3.375,9.526041666666675
626,15.0,0.6216666666666741,3.971000000000009,34.1796080155243,59.56500000000013,3.0,3.375,9.542587500000009
627,15.0,0.6225000000000075,3.972000000000009,34.18287853636957,59.58000000000013,3.0,3.375,9.55913750000001
628,15.0,0.6233333333333408,3.973000000000009,34.18613601917107,59.59500000000014,3.0,3.375,9.575691666666676
629,15.0,0.6241666666666742,3.974000000000009,34.18938051590542,59.610000000000134,3.0,3.375,9.59225000000001
630,15.0,0.6250000000000075,3.975000000000009,34.19261207834201,59.625000000000135,3.0,3.375,9.608812500000012
631,15.0,0.6258333333333409,3.9760000000000093,34.19583075804387,59.64000000000014,3.0,3.375,9.625379166666677
632,15.0,0.6266666666666743,3.977000000000009,34.199036606368466,59.655000000000136,3.0,3.375,9.64195000000001
633,15.0,0.6275000000000076,3.978000000000009,34.20222967446852,59.67000000000014,3.0,3.375,9.65852500000001
634,15.0,0.628333333333341,3.9790000000000094,34.20541001329284,59.685000000000144,3.0,3.375,9.675104166666676
635,15.0,0.6291666666666743,3.9800000000000093,34.20857767358712,59.70000000000014,3.0,3.375,9.69168750000001
636,15.0,0.6300000000000077,3.981000000000009,34.211732705894754,59.71500000000014,3.0,3.375,9.70827500000001
637,15.0,0.630833333333341,3.9820000000000095,34.214875160557646,59.730000000000146,3.0,3.375,9.724866666666676
638,15.0,0.6316666666666744,3.9830000000000094,34.21800508771701,59.74500000000014,3.0,3.375,9.74146250000001
639,15.0,0.6325000000000077,3.9840000000000093,34.22112253731417,59.76000000000014,3.0,3.375,9.75806250000001
640,15.0,0.6333333333333411,3.985000000000009,34.22422755909136,59.77500000000014,3.0,3.375,9.774666666666677
641,15.0,0.6341666666666744,3.9860000000000095,34.2273202025925,59.79000000000014,3.0,3.375,9.791275000000011
642,15.0,0.6350000000000078,3.9870000000000094,34.23040051716402,59.80500000000014,3.0,3.375,9.807887500000012
643,15.0,0.6358333333333411,3.9880000000000093,34.233468551955625,59.82000000000014,3.0,3.375,9.824504166666678
644,15.0,0.6366666666666745,3.989000000000009,34.23652435592108,59.835000000000136,3.0,3.375,9.84112500000001
645,15.0,0.6375000000000078,3.9900000000000095,34.23956797781898,59.85000000000014,3.0,3.375,9.85775000000001
646,15.0,0.6383333333333412,3.9910000000000094,34.24259946621357,59.865000000000144,3.0,3.375,9.874379166666676
647,15.0,0.6391666666666745,3.9920000000000093,34.24561886947547,59.88000000000014,3.0,3.375,9.89101250000001
648,15.0,0.6400000000000079,3.9930000000000097,34.24862623578249,59.895000000000145,3.0,3.375,9.90765000000001
649,15.0,0.6408333333333412,3.9940000000000095,34.25162161312035,59.910000000000146,3.0,3.375,9.924291666666676
650,15.0,0.6416666666666746,3.9950000000000094,34.2546050492835,59.92500000000014,3.0,3.375,9.94093750000001
651,15.0,0.642500000000008,3.9960000000000098,34.25757659187583,59.94000000000015,3.0,3.375,9.95758750000001
652,15.0,0.6433333333333413,3.9970000000000097,34.26053628831148,59.95500000000015,3.0,3.375,9.974241666666677
653,15.0,0.6441666666666747,3.9980000000000095,34.26348418581555,59.97000000000014,3.0,3.375,9.99090000000001
654,15.0,0.645000000000008,3.99900000000001,34.2664203314249,59.98500000000015,3.0,3.375,10.007562500000011
655,15.0,0.6458333333333414,4.00000000000001,34.26934477198885,60.00000000000015,3.0,3.375,10.024229166666679
656,15.0,0.6466666666666747,4.001000000000009,34.27225755416997,60.015000000000136,3.0,3.375,10.040900000000011
657,15.0,0.6475000000000081,4.0020000000000095,34.27515872444481,60.03000000000014,3.0,3.375,10.05757500000001
658,15.0,0.6483333333333414,4.00300000000001,34.27804832910462,60.04500000000015,3.0,3.375,10.074254166666677
659,15.0,0.6491666666666748,4.004000000000009,34.280926414256136,60.06000000000014,3.0,3.375,10.09093750000001
660,15.0,0.6500000000000081,4.00500000000001,34.28379302582226,60.075000000000145,3.0,3.375,10.10762500000001
661,15.0,0.6508333333333415,4.00600000000001,34.286648209542854,60.09000000000015,3.0,3.375,10.124316666666676
662,15.0,0.6516666666666748,4.007000000000009,34.2894920109754,60.10500000000014,3.0,3.375,10.14101250000001
663,15.0,0.6525000000000082,4.00800000000001,34.29232447549579,60.12000000000015,3.0,3.375,10.15771250000001
664,15.0,0.6533333333333415,4.009000000000009,34.295145648299005,60.13500000000014,3.0,3.375,10.174416666666676
665,15.0,0.6541666666666749,4.01000000000001,34.29795557439987,60.15000000000014,3.0,3.375,10.19112500000001
666,15.0,0.6550000000000082,4.01100000000001,34.30075429863375,60.16500000000015,3.0,3.375,10.20783750000001
667,15.0,0.6558333333333416,4.012000000000009,34.303541865657266,60.18000000000014,3.0,3.375,10.224554166666678
668,15.0,0.656666666666675,4.01300000000001,34.30631831994903,60.19500000000014,3.0,3.375,10.241275000000012
669,15.0,0.6575000000000083,4.01400000000001,34.30908370581032,60.21000000000015,3.0,3.375,10.258000000000012
670,15.0,0.6583333333333417,4.0150000000000095,34.31183806736583,60.22500000000014,3.0,3.375,10.274729166666678
671,15.0,0.659166666666675,4.01600000000001,34.31458144856431,60.240000000000144,3.0,3.375,10.29146250000001
672,15.0,0.6600000000000084,4.01700000000001,34.31731389317935,60.25500000000015,3.0,3.375,10.30820000000001
673,15.0,0.6608333333333417,4.01800000000001,34.32003544481002,60.270000000000145,3.0,3.375,10.324941666666676
674,15.0,0.6616666666666751,4.01900000000001,34.322746146881556,60.285000000000146,3.0,3.375,10.34168750000001
675,15.0,0.6625000000000084,4.02000000000001,34.325446042646114,60.30000000000015,3.0,3.375,10.35843750000001
676,15.0,0.6633333333333418,4.02100000000001,34.328135175183405,60.31500000000015,3.0,3.375,10.375191666666677
677,15.0,0.6641666666666751,4.02200000000001,34.3308135874014,60.33000000000015,3.0,3.375,10.39195000000001
678,15.0,0.6650000000000085,4.02300000000001,34.333481322037024,60.345000000000155,3.0,3.375,10.40871250000001
679,15.0,0.6658333333333418,4.02400000000001,34.33613842165683,60.36000000000015,3.0,3.375,10.425479166666678
680,15.0,0.6666666666666752,4.02500000000001,34.33878492865767,60.37500000000015,3.0,3.375,10.442250000000012
681,15.0,0.6675000000000085,4.0260000000000105,34.341420885267375,60.39000000000016,3.0,3.375,10.459025000000013
682,15.0,0.6683333333333419,4.02700000000001,34.34404633354546,60.40500000000015,3.0,3.375,10.475804166666679
683,15.0,0.6691666666666752,4.02800000000001,34.346661315383734,60.42000000000015,3.0,3.375,10.492587500000012
684,15.0,0.6700000000000086,4.02900000000001,34.349265872507026,60.435000000000144,3.0,3.375,10.509375000000011
685,15.0,0.6708333333333419,4.03000000000001,34.351860046473824,60.45000000000015,3.0,3.375,10.526166666666677
686,15.0,0.6716666666666753,4.03100000000001,34.35444387867693,60.46500000000015,3.0,3.375,10.54296250000001
687,15.0,0.6725000000000086,4.03200000000001,34.35701741034415,60.480000000000146,3.0,3.375,10.55976250000001
688,15.0,0.673333333333342,4.03300000000001,34.35958068253891,60.495000000000154,3.0,3.375,10.576566666666677
689,15.0,0.6741666666666754,4.0340000000000105,34.36213373616096,60.510000000000154,3.0,3.375,10.59337500000001
690,15.0,0.6750000000000087,4.03500000000001,34.364676611947,60.52500000000015,3.0,3.375,10.610187500000011
691,15.0,0.6758333333333421,4.03600000000001,34.367209350471306,60.540000000000155,3.0,3.375,10.627004166666678
692,15.0,0.6766666666666754,4.037000000000011,34.36973199214643,60.555000000000156,3.0,3.375,10.643825000000012
693,15.0,0.6775000000000088,4.03800000000001,34.3722445772238,60.57000000000015,3.0,3.375,10.660650000000013
694,15.0,0.6783333333333421,4.03900000000001,34.3747471457944,60.58500000000016,3.0,3.375,10.67747916666668
695,15.0,0.6791666666666755,4.040000000000011,34.377239737789374,60.60000000000016,3.0,3.375,10.694312500000013
696,15.0,0.6800000000000088,4.04100000000001,34.37972239298068,60.61500000000015,3.0,3.375,10.711150000000012
697,15.0,0.6808333333333422,4.0420000000000105,34.38219515098174,60.63000000000016,3.0,3.375,10.727991666666679
698,15.0,0.6816666666666755,4.043000000000011,34.384658051248024,60.64500000000016,3.0,3.375,10.744837500000012
699,15.0,0.6825000000000089,4.04400000000001,34.38711113307774,60.66000000000015,3.0,3.375,10.761687500000011
700,15.0,0.6833333333333422,4.045000000000011,34.38955443561242,60.67500000000016,3.0,3.375,10.778541666666678
701,15.0,0.6841666666666756,4.046000000000011,34.39198799783756,60.69000000000016,3.0,3.375,10.795400000000011
702,15.0,0.6850000000000089,4.04700000000001,34.39441185858325,60.705000000000155,3.0,3.375,10.812262500000012
703,15.0,0.6858333333333423,4.048000000000011,34.39682605652476,60.72000000000016,3.0,3.375,10.829129166666679
704,15.0,0.6866666666666756,4.04900000000001,34.39923063018319,60.735000000000156,3.0,3.375,10.846000000000013
705,15.0,0.687500000000009,4.0500000000000105,34.40162561792608,60.750000000000156,3.0,3.375,10.862875000000013
706,15.0,0.6883333333333423,4.051000000000011,34.40401105796801,60.765000000000164,3.0,3.375,10.87975416666668
707,15.0,0.6891666666666757,4.05200000000001,34.406386988371224,60.78000000000016,3.0,3.375,10.896637500000015
708,15.0,0.690000000000009,4.053000000000011,34.408753447046216,60.79500000000016,3.0,3.375,10.913525000000014
709,15.0,0.6908333333333424,4.054000000000011,34.41111047175236,60.810000000000166,3.0,3.375,10.93041666666668
710,15.0,0.6916666666666758,4.05500000000001,34.41345810009849,60.82500000000016,3.0,3.375,10.947312500000013
711,15.0,0.6925000000000091,4.056000000000011,34.41579636954352,60.84000000000016,3.0,3.375,10.964212500000013
712,15.0,0.6933333333333425,4.057000000000011,34.41812531739704,60.85500000000017,3.0,3.375,10.98111666666668
713,15.0,0.6941666666666758,4.0580000000000105,34.420444980819894,60.87000000000016,3.0,3.375,10.998025000000013
714,15.0,0.6950000000000092,4.059000000000011,34.422755396824776,60.88500000000016,3.0,3.375,11.014937500000013
715,15.0,0.6958333333333425,4.060000000000011,34.42505660227684,60.90000000000017,3.0,3.375,11.03185416666668
716,15.0,0.6966666666666759,4.061000000000011,34.42734863389427,60.91500000000016,3.0,3.375,11.048775000000013
717,15.0,0.6975000000000092,4.062000000000011,34.42963152824887,60.93000000000016,3.0,3.375,11.065700000000014
718,15.0,0.6983333333333426,4.063000000000011,34.431905321766656,60.94500000000017,3.0,3.375,11.082629166666681
719,15.0,0.6991666666666759,4.064000000000011,34.43417005072843,60.960000000000164,3.0,3.375,11.099562500000015
720,15.0,0.7000000000000093,4.065000000000011,34.436425751270356,60.975000000000165,3.0,3.375,11.116500000000014
721,15.0,0.7008333333333426,4.066000000000011,34.438672459384534,60.99000000000017,3.0,3.375,11.13344166666668
722,15.0,0.701666666666676,4.067000000000011,34.44091021091959,61.005000000000166,3.0,3.375,11.150387500000013
723,15.0,0.7025000000000093,4.068000000000011,34.44313904158123,61.02000000000017,3.0,3.375,11.167337500000013
724,15.0,0.7033333333333427,4.069000000000011,34.44535898693283,61.03500000000016,3.0,3.375,11.18429166666668
725,15.0,0.704166666666676,4.070000000000011,34.44757008239598,61.05000000000017,3.0,3.375,11.201250000000012
